title,author,avg_rating,date_added,num_of_pages,genre,rating_num
"The Good, the Bad, and the Uncanny(Nightside, #10)",Simon R. Green,4.1,2015-05-24,275.0,fiction,4.0
"Kill the Dead(Sandman Slim, #2)",Richard Kadrey,4.08,2015-05-24,434.0,paranormal_fiction,4.0
"Changes(The Dresden Files, #12)",Jim Butcher,4.51,2015-05-24,438.0,fiction,4.0
"Hexed(The Iron Druid Chronicles, #2)",Kevin Hearne,4.22,2015-05-24,296.0,fiction,3.0
"Storm Front(The Dresden Files, #1)",Jim Butcher,3.97,2015-05-24,372.0,fiction,3.0
Best Served Cold,Joe Abercrombie,4.24,2015-04-21,534.0,fiction,4.0
"Prince of Fools(The Red Queen's War, #1)",Mark Lawrence,4.05,2015-04-21,355.0,fiction,4.0
"City of Light(Traveler's Gate, #3)",Will Wight,4.16,2015-04-05,394.0,fiction,
"The Blood of Olympus(The Heroes of Olympus, #5)",Rick Riordan,4.43,2015-04-05,516.0,camps,3.0
"The Name of the Wind(The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,2015-03-31,662.0,fantasy_fiction,4.0
"Brimstone(Pendergast, #5; Diogenes, #1)",Douglas Preston,4.15,2015-03-12,740.0,fiction,4.0
"Reliquary(Pendergast, #2)",Douglas Preston,4.04,2015-03-12,464.0,unknown,4.0
"Relic(Pendergast, #1)",Douglas Preston,4.05,2015-03-12,480.0,antiquities,3.0
"City of Stairs(The Divine Cities, #1)",Robert Jackson Bennett,4.1,2015-03-11,452.0,fiction,4.0
"The Magician's Land(The Magicians, #3)",Lev Grossman,4.14,2015-03-11,402.0,unknown,4.0
"The Magician King(The Magicians, #2)",Lev Grossman,3.93,2015-03-11,432.0,"adventure_stories,_american",4.0
"The Magicians(The Magicians, #1)",Lev Grossman,3.53,2015-03-10,402.0,fiction,5.0
"Half a King(Shattered Sea, #1)",Joe Abercrombie,3.97,2015-03-03,336.0,fiction,5.0
"The Warded Man(The Demon Cycle, #1)",Peter V. Brett,4.25,2015-03-03,416.0,fiction,4.0
"Those Above(The Empty Throne, #1)",Daniel Polansky,3.67,2015-03-03,416.0,fiction,1.0
"House of Blades(Traveler's Gate, #1)",Will Wight,4.07,2015-03-03,294.0,fiction,
"Malice(The Faithful and the Fallen, #1)",John Gwynne,4.17,2015-03-03,672.0,fiction,2.0
"Blood Song(Raven's Shadow, #1)",Anthony Ryan,4.41,2015-03-03,591.0,fiction,4.0
"The Emperor's Blades(Chronicle of the Unhewn Throne, #1)",Brian Staveley,4.09,2015-03-03,480.0,assassination,4.0
"The Black Prism(Lightbringer, #1)",Brent Weeks,4.23,2015-03-03,629.0,fiction,4.0
"The Crimson Vault(Traveler's Gate, #2)",Will Wight,4.18,2015-03-03,386.0,fiction,4.0
"Tower Lord(Raven's Shadow, #2)",Anthony Ryan,4.16,2015-03-03,608.0,fiction,4.0
"The Broken Eye(Lightbringer, #3)",Brent Weeks,4.45,2015-03-03,688.0,fiction,4.0
"Emperor of Thorns(The Broken Empire, #3)",Mark Lawrence,4.22,2015-03-03,434.0,fiction,5.0
"The Daylight War(Demon Cycle, #3)",Peter V. Brett,4.2,2015-03-03,639.0,fiction,4.0
"The Blinding Knife(Lightbringer, #2)",Brent Weeks,4.41,2015-03-03,671.0,fiction,4.0
"King of Thorns(The Broken Empire, #2)",Mark Lawrence,4.18,2015-03-03,449.0,fiction,5.0
"Last Argument of Kings(The First Law, #3)",Joe Abercrombie,4.35,2015-03-03,536.0,fiction,4.0
"The Hero of Ages(Mistborn, #3)",Brandon Sanderson,4.56,2015-03-03,572.0,fiction,3.0
"Beyond the Shadows(Night Angel, #3)",Brent Weeks,4.27,2015-03-03,689.0,fiction,4.0
"The Desert Spear(Demon Cycle, #2)",Peter V. Brett,4.21,2015-03-03,579.0,fiction,5.0
"Shadow's Edge(Night Angel, #2)",Brent Weeks,4.25,2015-03-03,636.0,fiction,4.0
"Elantris(Elantris, #1)",Brandon Sanderson,4.17,2015-03-03,638.0,fiction,4.0
"H.I.V.E. Higher Institute of Villainous Education(H.I.V.E., #1)",Mark Walden,4.07,2015-03-03,320.0,juvenile_fiction,2.0
"Happenstance Found(The Books of Umber, #1)",P.W. Catanese,4.01,2015-03-03,352.0,juvenile_fiction,3.0
"The Accidental Hero(Jack Blank Adventure, #1)",Matt Myklusch,4.2,2015-03-03,501.0,juvenile_fiction,3.0
"The Crimson Campaign(Powder Mage, #2)",Brian McClellan,4.35,2015-03-03,596.0,fiction,3.0
"Promise of Blood(Powder Mage, #1)",Brian McClellan,4.13,2015-03-03,545.0,fiction,5.0
"Before They Are Hanged(The First Law, #2)",Joe Abercrombie,4.36,2015-03-01,441.0,fiction,5.0
"A Game of Thrones(A Song of Ice and Fire, #1)",George R.R. Martin,4.45,2015-03-01,835.0,fiction,4.0
The Fault in Our Stars,John Green,4.13,2015-03-01,313.0,cancer,5.0
Americanah,Chimamanda Ngozi Adichie,4.31,2015-03-01,477.0,fiction,4.0
The Time Traveler's Wife,Audrey Niffenegger,4.0,2015-03-01,537.0,fiction,4.0
"Angels & Demons(Robert Langdon, #1)",Dan Brown,3.95,2015-03-01,736.0,"body,_mind_&_spirit",4.0
"The Hunger Games(The Hunger Games, #1)",Suzanne Collins,4.34,2015-03-01,374.0,juvenile_fiction,3.0
The Great Gatsby,F. Scott Fitzgerald,3.93,2015-03-01,180.0,cooking,4.0
"Charlie Bone and the Red Knight(Children of the Red King, #8)",Jenny Nimmo,4.13,2015-03-01,423.0,juvenile_fiction,4.0
"The Serpent's Shadow(The Kane Chronicles, #3)",Rick Riordan,4.28,2015-03-01,406.0,brothers_and_sisters,3.0
"The Enchantress(The Secrets of the Immortal Nicholas Flamel, #6)",Michael Scott,4.24,2015-03-01,513.0,unknown,4.0
"The Last Guardian(Artemis Fowl, #8)",Eoin Colfer,4.16,2015-03-01,328.0,juvenile_fiction,4.0
"Keys to the Demon Prison(Fablehaven, #5)",Brandon Mull,4.46,2015-03-01,593.0,juvenile_fiction,4.0
"The Necromancer(The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,4.13,2015-03-01,416.0,young_adult_fiction,4.0
"The Journal of Curious Letters(The 13th Reality, #1)",James Dashner,3.94,2015-03-01,434.0,juvenile_fiction,4.0
"Forest Born(The Books of Bayern, #4)",Shannon Hale,4.04,2015-03-01,389.0,young_adult_fiction,2.0
"Rise of the Evening Star(Fablehaven, #2)",Brandon Mull,4.18,2015-03-01,456.0,juvenile_fiction,4.0
"The Titan’s Curse(Percy Jackson and the Olympians, #3)",Rick Riordan,4.37,2015-03-01,352.0,juvenile_fiction,4.0
"Harry Potter and the Sorcerer's Stone(Harry Potter, #1)",J.K. Rowling,4.47,2015-03-01,309.0,juvenile_fiction,4.0
